"識別碼","店家名稱","城市","行政區","地址","電話","營業時間","核對狀態","來源網址","來源更新時間","擷取時間","網頁核對時間"
"Restaurant_376430000A_001492","采莊庭園餐廳","桃園市","龍潭區","桃園市龍潭區三坑里永福136-1號","(03)4112466","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T15:31:48+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001495","千暉鵝肉店","桃園市","中壢區","桃園市中壢區志廣路65號","(03)4937090","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T15:32:28+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001496","土埆厝復古小館","桃園市","平鎮區","桃園市平鎮區東光路7號","(03)4603798","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T15:32:54+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001497","老地方客家菜","桃園市","大溪區","桃園市大溪區員林路一段489號","(03)3906863","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T15:33:20+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001501","欣園餐館","桃園市","中壢區","桃園市中壢區中美路二段142號","(03)4220258","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T15:33:44+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001502","金欣鵝肉亭","桃園市","中壢區","桃園市中壢區龍岡路一段170號","(03)2840868","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T15:34:11+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001503","阿海飲食店","桃園市","中壢區","桃園市中壢區新興路268號","(03)4592943","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T15:34:28+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001506","紅鱻客家小館","桃園市","龍潭區","桃園市龍潭區中正路三坑段688號","(03)4713947","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T15:34:45+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001514","饌園餐館","桃園市","中壢區","桃園市中壢區普義路186號","(03)4332000","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T15:35:17+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001516","SAHA料理中央廚房(馺哈有限公司)","桃園市","大園區","桃園市大園區青昇路一段132巷166弄8號4樓","0916006217","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-02-25T17:32:55+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001523","石門山溫泉會館","桃園市","龍潭區","桃園市龍潭區民有一街313號","(03)4115931","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-05T17:02:37+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001524","南方莊園渡假飯店","桃園市","中壢區","桃園市中壢區樹籽路8號","(03)4202122","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T15:38:30+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001525","福容大飯店　桃園","桃園市","桃園區","桃園市桃園區大興西路1段200號","(03)3265800","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:04:35+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001526","麗多森林度假酒店","桃園市","楊梅區","桃園市楊梅區東森路3號","(03)4751100","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:01:39+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001531","亦然手工皂","桃園市","桃園區","桃園市桃園區水岸街10號11樓","0910007380","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-05T17:14:00+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001533","托斯卡尼尼義大利餐廳-桃園店","桃園市","桃園區","桃園市桃園區中正路1473號","(03)3250222","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T15:55:08+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001534","揚昇高爾夫鄉村俱樂部","桃園市","楊梅區","桃園市楊梅區楊昇路256號","(03)4780099","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:01:21+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001535","托斯卡尼尼義大利餐廳-中壢店","桃園市","平鎮區","桃園市平鎮區長安路168號","(03)4948811","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:06:58+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001539","紫竹林養生蘆薈園","桃園市","中壢區","桃園市中壢區黃興街87號5樓","(03)4684905","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-20T16:04:08+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001541","東和音樂體驗館","桃園市","大溪區","桃園市大溪區信義路226號","(03)3882215","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2025-09-26T17:33:03+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001542","泰味館-泰式料理","桃園市","桃園區","桃園市桃園區中山路939號","(03)3785100","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:07:32+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001546","玉山畫廊  (子月創作坊之實體店鋪)","桃園市","龍潭區","桃園市龍潭區大昌路二段74-5號","(03)4705818","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-05T17:16:37+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001549","老K舒眠文化館","桃園市","新屋區","桃園市新屋區梅高路三段97號","(03)4205050","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-26T17:32:55+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001550","江記豆腐乳文化館","桃園市","中壢區","桃園市中壢區月眉路2段248巷85號","(03)4986018","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-01-29T15:52:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001558","天下奇冰館(中原總店)","桃園市","中壢區","桃園市中壢區力行北街47號","(03)4561155","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:08:26+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001565","蕃薯藤有機專賣-八德埤塘店","桃園市","八德區","桃園市八德區興豐路1315號","(03)3650329","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-05T17:18:40+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001566","蕃薯藤有機專賣-中壢景町店","桃園市","中壢區","桃園市中壢區延平路627號1樓","(03)4222108","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-01-29T16:09:00+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001568","蕃薯藤自然食堂-桃園南崁店","桃園市","蘆竹區","桃園市蘆竹區中正北路328-2號","(03)2122983","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:09:04+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001582","春天農場","桃園市","龜山區","桃園市龜山區長壽路272號","(03)3502953","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:11:05+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001593","柚子花花青春客家菜─桃園店","桃園市","桃園區","桃園市桃園區莊敬里中正路1270號","(03)3172666","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:11:38+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001595","滿滿客家菜館","桃園市","中壢區","桃園市中壢區中豐路185號","(03)4272518","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:12:03+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001596","碧園餐館","桃園市","中壢區","桃園市中壢區中台路10號","(03)4227758","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:12:24+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001600","阿嬌米干","桃園市","平鎮區","桃園市平鎮區中山路98號","(03)4665786","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:19:44+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001601","楊家將過橋米線米干","桃園市","中壢區","桃園市中壢區龍東路192號","(03)4664121","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:20:01+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001604","小云滇","桃園市","中壢區","桃園市中壢區前龍街35號","(03)4387492","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:19:03+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001605","版納傣味","桃園市","中壢區","桃園市中壢區前龍街16號","(03)4381499","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:20:35+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001606","阿秀米干","桃園市","中壢區","桃園市中壢區龍平路209號","(03)4661457","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:21:35+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001607","蔡記米干","桃園市","中壢區","桃園市中壢區龍平路327號","(03)4659337","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-02-10T17:44:47+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001609","阿美米干","桃園市","平鎮區","桃園市平鎮區中山路142號","(03)4567399","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:22:14+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001610","合家歡阿婆麵店","桃園市","平鎮區","桃園市平鎮區忠貞路109號","(03)4664177","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:24:09+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001613","雲峰雲南風味館","桃園市","中壢區","桃園市中壢區龍平路211-2號","(03)4567972","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:26:42+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001614","雲滄小館","桃園市","中壢區","桃園市中壢區中山東路四段15號","(03)4367160","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:27:21+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001615","忠貞米干","桃園市","中壢區","桃園市中壢區中正五路210號","(03)4564569","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:27:48+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001616","清真合醬菜-閃妹小廚","桃園市","平鎮區","桃園市平鎮區中山路29號","(03)4650085","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-02-10T18:04:06+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001618","忠貞雲鄉米干","桃園市","中壢區","桃園市中壢區龍平路207號","(03)4568767","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:28:36+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001620","黑妞木瓜絲","桃園市","中壢區","桃園市中壢區前龍街、龍東路口","0926820290","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:30:03+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001621","忠貞甩餅","桃園市","中壢區","桃園市中壢區龍東路204號","(03)3656462","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-26T17:44:33+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001623","美珍異國香料雜貨","桃園市","平鎮區","桃園市平鎮區中山路25號","0976525169","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:30:35+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001636","拉拉山小吃店","桃園市","復興區","桃園市復興區華陵里10鄰123號","(03)3912163","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:31:33+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001637","鼎太公紅麴滷味","桃園市","八德區","桃園市八德區廣隆街191巷13號","(03)2180306","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-16T14:09:17+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001638","宏旺食品有限公司","桃園市","龜山區","桃園市龜山區萬壽路一段492-19號6樓-3","(02)82098488","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-27T11:41:41+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001639","豐實農場","桃園市","楊梅區","桃園市楊梅區楊湖路二段581號","(03)4785776","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-16T14:16:05+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001646","綠品坊(佳龍科技工程股份有限公司)","桃園市","觀音區","桃園市觀音區大潭里環科路323號","(03)4736566","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-27T11:45:21+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001647","秘丞手作工坊","桃園市","龍潭區","桃園市龍潭區龍元路45號旁(菱潭街興創基地6、7號)","0989045623","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2025-07-17T11:05:46+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001649","妮可設計工作室","桃園市","八德區","桃園市八德區桃鶯路南僑巷31弄18號13樓","0983159397","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-27T11:55:43+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001650","莎呦藝術坊","桃園市","復興區","桃園市復興區羅馬路二段596號","(03)3879096","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-16T14:37:58+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_376430000A_001657","來福星花園大飯店","桃園市","八德區","桃園市八德區東勇街276號","(03)2183686","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-06-05T16:34:05+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
